
اتراق کردن	اتراق کردن	V;3;PL;PST;COL
اتراق کردن	اتراق کردن	V;NFIN
اتراق کردن	اتراق کردن	V;NFIN;COL
اتراق کردن	اتراق کردند	V;3;PL;PST
اتراق کردن	اتراق کرده	V;3;SG;PRS;PRF;COL
اتراق کردن	اتراق کرده	V;V.PTCP;PST
اتراق کردن	اتراق کرده	V;V.PTCP;PST;COL
اتراق کردن	اتراق کردهای	V;2;SG;PRS;PRF
اتراق کردن	اتراق کردهای	V;2;SG;PRS;PRF;COL
اتراق کردن	اتراق کردهاید	V;2;PL;PRS;PRF
اتراق کردن	اتراق کرده است	V;3;SG;PRS;PRF
اتراق کردن	اتراق کردهایم	V;1;PL;PRS;PRF
اتراق کردن	اتراق کردهایم	V;1;PL;PRS;PRF;COL
اتراق کردن	اتراق کردهام	V;1;SG;PRS;PRF
اتراق کردن	اتراق کردهام	V;1;SG;PRS;PRF;COL
اتراق کردن	اتراق کردهاین	V;2;PL;PRS;PRF;COL
اتراق کردن	اتراق کردهان	V;3;PL;PRS;PRF;COL
اتراق کردن	اتراق کردهاند	V;3;PL;PRS;PRF
اتراق کردن	اتراق کرده باشی	V;2;SG;SBJV;PST
اتراق کردن	اتراق کرده باشی	V;2;SG;SBJV;PST;COL
اتراق کردن	اتراق کرده باشید	V;2;PL;SBJV;PST
اتراق کردن	اتراق کرده باشد	V;3;SG;SBJV;PST
اتراق کردن	اتراق کرده باشیم	V;1;PL;SBJV;PST
اتراق کردن	اتراق کرده باشیم	V;1;PL;SBJV;PST;COL
اتراق کردن	اتراق کرده باشم	V;1;SG;SBJV;PST
اتراق کردن	اتراق کرده باشم	V;1;SG;SBJV;PST;COL
اتراق کردن	اتراق کرده باشین	V;2;PL;SBJV;PST;COL
اتراق کردن	اتراق کرده باشن	V;3;PL;SBJV;PST;COL
اتراق کردن	اتراق کرده باشند	V;3;PL;SBJV;PST
اتراق کردن	اتراق کرده باشه	V;3;SG;SBJV;PST;COL
اتراق کردن	اتراق کرده بودی	V;2;SG;PST;PRF
اتراق کردن	اتراق کرده بودی	V;2;SG;PST;PRF;COL
اتراق کردن	اتراق کرده بود	V;3;SG;PST;PRF
اتراق کردن	اتراق کرده بود	V;3;SG;PST;PRF;COL
اتراق کردن	اتراق کرده بودید	V;2;PL;PST;PRF
اتراق کردن	اتراق کرده بودیم	V;1;PL;PST;PRF
اتراق کردن	اتراق کرده بودیم	V;1;PL;PST;PRF;COL
اتراق کردن	اتراق کرده بودم	V;1;SG;PST;PRF
اتراق کردن	اتراق کرده بودم	V;1;SG;PST;PRF;COL
اتراق کردن	اتراق کرده بودین	V;2;PL;PST;PRF;COL
اتراق کردن	اتراق کرده بودن	V;3;PL;PST;PRF;COL
اتراق کردن	اتراق کرده بودند	V;3;PL;PST;PRF
اتراق کردن	اتراق کنی	V;2;SG;PFV
اتراق کردن	اتراق کنی	V;2;SG;PFV;COL
اتراق کردن	اتراق کنید	V;2;PL;PFV
اتراق کردن	اتراق کند	V;3;SG;PFV
اتراق کردن	اتراق کنیم	V;1;PL;PFV
اتراق کردن	اتراق کنیم	V;1;PL;PFV;COL
اتراق کردن	اتراق کنم	V;1;SG;PFV
اتراق کردن	اتراق کنم	V;1;SG;PFV;COL
اتراق کردن	اتراق کنین	V;2;PL;PFV;COL
اتراق کردن	اتراق کنن	V;3;PL;PFV;COL
اتراق کردن	اتراق کنند	V;3;PL;PFV
اتراق کردن	اتراق کننده	V;V.PTCP;PRS
اتراق کردن	اتراق کننده	V;V.PTCP;PRS;COL
اتراق کردن	اتراق کنه	V;3;SG;PFV;COL
اتراق کردن	اتراق میکردی	V;2;SG;PST;IPFV
اتراق کردن	اتراق میکردی	V;2;SG;PST;IPFV;COL
اتراق کردن	اتراق میکرد	V;3;SG;PST;IPFV
اتراق کردن	اتراق میکرد	V;3;SG;PST;IPFV;COL
اتراق کردن	اتراق میکردید	V;2;PL;PST;IPFV
اتراق کردن	اتراق میکردیم	V;1;PL;PST;IPFV
اتراق کردن	اتراق میکردیم	V;1;PL;PST;IPFV;COL
اتراق کردن	اتراق میکردم	V;1;SG;PST;IPFV
اتراق کردن	اتراق میکردم	V;1;SG;PST;IPFV;COL
اتراق کردن	اتراق میکردین	V;2;PL;PST;IPFV;COL
اتراق کردن	اتراق میکردن	V;3;PL;PST;IPFV;COL
اتراق کردن	اتراق میکردند	V;3;PL;PST;IPFV
اتراق کردن	اتراق میکنی	V;2;SG;PRS;IPFV
اتراق کردن	اتراق میکنی	V;2;SG;PRS;IPFV;COL
اتراق کردن	اتراق میکنید	V;2;PL;PRS;IPFV
اتراق کردن	اتراق میکند	V;3;SG;PRS;IPFV
اتراق کردن	اتراق میکنیم	V;1;PL;PRS;IPFV
اتراق کردن	اتراق میکنیم	V;1;PL;PRS;IPFV;COL
اتراق کردن	اتراق میکنم	V;1;SG;PRS;IPFV
اتراق کردن	اتراق میکنم	V;1;SG;PRS;IPFV;COL
اتراق کردن	اتراق میکنین	V;2;PL;PRS;IPFV;COL
اتراق کردن	اتراق میکنن	V;3;PL;PRS;IPFV;COL
اتراق کردن	اتراق میکنند	V;3;PL;PRS;IPFV
اتراق کردن	اتراق میکنه	V;3;SG;PRS;IPFV;COL
اتراق کردن	داری اتراق میکنی	V;2;SG;PRS;PROG
اتراق کردن	داری اتراق میکنی	V;2;SG;PRS;PROG;COL
اتراق کردن	دارید اتراق میکنید	V;2;PL;PRS;PROG
اتراق کردن	دارد اتراق میکند	V;3;SG;PRS;PROG
اتراق کردن	داریم اتراق میکنیم	V;1;PL;PRS;PROG
اتراق کردن	داریم اتراق میکنیم	V;1;PL;PRS;PROG;COL
اتراق کردن	دارم اتراق میکنم	V;1;SG;PRS;PROG
اتراق کردن	دارم اتراق میکنم	V;1;SG;PRS;PROG;COL
اتراق کردن	دارین اتراق میکنین	V;2;PL;PRS;PROG;COL
اتراق کردن	دارن اتراق میکنن	V;3;PL;PRS;PROG;COL
اتراق کردن	دارند اتراق میکنند	V;3;PL;PRS;PROG
اتراق کردن	داره اتراق میکنه	V;3;SG;PRS;PROG;COL
اتراق کردن	داشتی اتراق میکردی	V;2;SG;PST;PROG
اتراق کردن	داشتی اتراق میکردی	V;2;SG;PST;PROG;COL
اتراق کردن	داشت اتراق میکرد	V;3;SG;PST;PROG
اتراق کردن	داشت اتراق میکرد	V;3;SG;PST;PROG;COL
اتراق کردن	داشتید اتراق میکردید	V;2;PL;PST;PROG
اتراق کردن	داشتیم اتراق میکردیم	V;1;PL;PST;PROG
اتراق کردن	داشتیم اتراق میکردیم	V;1;PL;PST;PROG;COL
اتراق کردن	داشتم اتراق میکردم	V;1;SG;PST;PROG
اتراق کردن	داشتم اتراق میکردم	V;1;SG;PST;PROG;COL
اتراق کردن	داشتین اتراق میکردین	V;2;PL;PST;PROG;COL
اتراق کردن	داشتن اتراق میکردن	V;3;PL;PST;PROG;COL
اتراق کردن	داشتند اتراق میکردند	V;3;PL;PST;PROG
اجرا کردن	اجرا بکن	V;2;SG;IMP
اجرا کردن	اجرا بکن	V;2;SG;IMP;COL
اجرا کردن	اجرا بکنی	V;2;SG;SBJV;PRS
اجرا کردن	اجرا بکنی	V;2;SG;SBJV;PRS;COL
اجرا کردن	اجرا بکنید	V;2;PL;IMP
اجرا کردن	اجرا بکنید	V;2;PL;SBJV;PRS
اجرا کردن	اجرا بکند	V;3;SG;SBJV;PRS
اجرا کردن	اجرا بکنیم	V;1;PL;SBJV;PRS
اجرا کردن	اجرا بکنیم	V;1;PL;SBJV;PRS;COL
اجرا کردن	اجرا بکنم	V;1;SG;SBJV;PRS
اجرا کردن	اجرا بکنم	V;1;SG;SBJV;PRS;COL
اجرا کردن	اجرا بکنین	V;2;PL;IMP;COL
اجرا کردن	اجرا بکنین	V;2;PL;SBJV;PRS;COL
اجرا کردن	اجرا بکنن	V;3;PL;SBJV;PRS;COL
اجرا کردن	اجرا بکنند	V;3;PL;SBJV;PRS
اجرا کردن	اجرا بکنه	V;3;SG;SBJV;PRS;COL
اجرا کردن	اجرا خواهید کرد	V;2;PL;FUT
اجرا کردن	اجرا خواهد کرد	V;3;SG;FUT
اجرا کردن	اجرا خواهی کرد	V;2;SG;FUT
اجرا کردن	اجرا خواهیم کرد	V;1;PL;FUT
اجرا کردن	اجرا خواهم کرد	V;1;SG;FUT
اجرا کردن	اجرا خواهند کرد	V;3;PL;FUT
اجرا کردن	اجرا کردی	V;2;SG;PST
اجرا کردن	اجرا کردی	V;2;SG;PST;COL
اجرا کردن	اجرا کرد	V;3;SG;PST
اجرا کردن	اجرا کرد	V;3;SG;PST;COL
اجرا کردن	اجرا کردید	V;2;PL;PST
اجرا کردن	اجرا کردیم	V;1;PL;PST
اجرا کردن	اجرا کردیم	V;1;PL;PST;COL
اجرا کردن	اجرا کردم	V;1;SG;PST
اجرا کردن	اجرا کردم	V;1;SG;PST;COL
اجرا کردن	اجرا کردین	V;2;PL;PST;COL
اجرا کردن	اجرا کردن	V;3;PL;PST;COL
اجرا کردن	اجرا کردن	V;NFIN
اجرا کردن	اجرا کردن	V;NFIN;COL
اجرا کردن	اجرا کردند	V;3;PL;PST
اجرا کردن	اجرا کرده	V;3;SG;PRS;PRF;COL
اجرا کردن	اجرا کرده	V;V.PTCP;PST
اجرا کردن	اجرا کرده	V;V.PTCP;PST;COL
اجرا کردن	اجرا کردهای	V;2;SG;PRS;PRF
اجرا کردن	اجرا کردهای	V;2;SG;PRS;PRF;COL
اجرا کردن	اجرا کردهاید	V;2;PL;PRS;PRF
اجرا کردن	اجرا کرده است	V;3;SG;PRS;PRF
اجرا کردن	اجرا کردهایم	V;1;PL;PRS;PRF
اجرا کردن	اجرا کردهایم	V;1;PL;PRS;PRF;COL
اجرا کردن	اجرا کردهام	V;1;SG;PRS;PRF
اجرا کردن	اجرا کردهام	V;1;SG;PRS;PRF;COL
اجرا کردن	اجرا کردهاین	V;2;PL;PRS;PRF;COL
اجرا کردن	اجرا کردهان	V;3;PL;PRS;PRF;COL
اجرا کردن	اجرا کردهاند	V;3;PL;PRS;PRF
اجرا کردن	اجرا کرده باشی	V;2;SG;SBJV;PST
اجرا کردن	اجرا کرده باشی	V;2;SG;SBJV;PST;COL
اجرا کردن	اجرا کرده باشید	V;2;PL;SBJV;PST
اجرا کردن	اجرا کرده باشد	V;3;SG;SBJV;PST
اجرا کردن	اجرا کرده باشیم	V;1;PL;SBJV;PST
اجرا کردن	اجرا کرده باشیم	V;1;PL;SBJV;PST;COL
اجرا کردن	اجرا کرده باشم	V;1;SG;SBJV;PST
اجرا کردن	اجرا کرده باشم	V;1;SG;SBJV;PST;COL
اجرا کردن	اجرا کرده باشین	V;2;PL;SBJV;PST;COL
اجرا کردن	اجرا کرده باشن	V;3;PL;SBJV;PST;COL
اجرا کردن	اجرا کرده باشند	V;3;PL;SBJV;PST
اجرا کردن	اجرا کرده باشه	V;3;SG;SBJV;PST;COL
اجرا کردن	اجرا کرده بودی	V;2;SG;PST;PRF
اجرا کردن	اجرا کرده بودی	V;2;SG;PST;PRF;COL
اجرا کردن	اجرا کرده بود	V;3;SG;PST;PRF
اجرا کردن	اجرا کرده بود	V;3;SG;PST;PRF;COL
اجرا کردن	اجرا کرده بودید	V;2;PL;PST;PRF
اجرا کردن	اجرا کرده بودیم	V;1;PL;PST;PRF
اجرا کردن	اجرا کرده بودیم	V;1;PL;PST;PRF;COL
اجرا کردن	اجرا کرده بودم	V;1;SG;PST;PRF
اجرا کردن	اجرا کرده بودم	V;1;SG;PST;PRF;COL
اجرا کردن	اجرا کرده بودین	V;2;PL;PST;PRF;COL
اجرا کردن	اجرا کرده بودن	V;3;PL;PST;PRF;COL
اجرا کردن	اجرا کرده بودند	V;3;PL;PST;PRF
اجرا کردن	اجرا کنی	V;2;SG;PFV
اجرا کردن	اجرا کنی	V;2;SG;PFV;COL
اجرا کردن	اجرا کنید	V;2;PL;PFV
اجرا کردن	اجرا کند	V;3;SG;PFV
اجرا کردن	اجرا کنیم	V;1;PL;PFV
اجرا کردن	اجرا کنیم	V;1;PL;PFV;COL
اجرا کردن	اجرا کنم	V;1;SG;PFV
اجرا کردن	اجرا کنم	V;1;SG;PFV;COL
اجرا کردن	اجرا کنین	V;2;PL;PFV;COL
اجرا کردن	اجرا کنن	V;3;PL;PFV;COL
اجرا کردن	اجرا کنند	V;3;PL;PFV
اجرا کردن	اجرا کننده	V;V.PTCP;PRS
اجرا کردن	اجرا کننده	V;V.PTCP;PRS;COL
اجرا کردن	اجرا کنه	V;3;SG;PFV;COL
اجرا کردن	اجرا میکردی	V;2;SG;PST;IPFV
اجرا کردن	اجرا میکردی	V;2;SG;PST;IPFV;COL
اجرا کردن	اجرا میکرد	V;3;SG;PST;IPFV
اجرا کردن	اجرا میکرد	V;3;SG;PST;IPFV;COL
اجرا کردن	اجرا میکردید	V;2;PL;PST;IPFV
اجرا کردن	اجرا میکردیم	V;1;PL;PST;IPFV
اجرا کردن	اجرا میکردیم	V;1;PL;PST;IPFV;COL
اجرا کردن	اجرا میکردم	V;1;SG;PST;IPFV
اجرا کردن	اجرا میکردم	V;1;SG;PST;IPFV;COL
اجرا کردن	اجرا میکردین	V;2;PL;PST;IPFV;COL
اجرا کردن	اجرا میکردن	V;3;PL;PST;IPFV;COL
اجرا کردن	اجرا میکردند	V;3;PL;PST;IPFV
اجرا کردن	اجرا میکنی	V;2;SG;PRS;IPFV
اجرا کردن	اجرا میکنی	V;2;SG;PRS;IPFV;COL
اجرا کردن	اجرا میکنید	V;2;PL;PRS;IPFV
اجرا کردن	اجرا میکند	V;3;SG;PRS;IPFV
اجرا کردن	اجرا میکنیم	V;1;PL;PRS;IPFV
اجرا کردن	اجرا میکنیم	V;1;PL;PRS;IPFV;COL
اجرا کردن	اجرا میکنم	V;1;SG;PRS;IPFV
اجرا کردن	اجرا میکنم	V;1;SG;PRS;IPFV;COL
اجرا کردن	اجرا میکنین	V;2;PL;PRS;IPFV;COL
اجرا کردن	اجرا میکنن	V;3;PL;PRS;IPFV;COL
اجرا کردن	اجرا میکنند	V;3;PL;PRS;IPFV
اجرا کردن	اجرا میکنه	V;3;SG;PRS;IPFV;COL
اجرا کردن	داری اجرا میکنی	V;2;SG;PRS;PROG
اجرا کردن	داری اجرا میکنی	V;2;SG;PRS;PROG;COL
اجرا کردن	دارید اجرا میکنید	V;2;PL;PRS;PROG
اجرا کردن	دارد اجرا میکند	V;3;SG;PRS;PROG
اجرا کردن	داریم اجرا میکنیم	V;1;PL;PRS;PROG
اجرا کردن	داریم اجرا میکنیم	V;1;PL;PRS;PROG;COL
اجرا کردن	دارم اجرا میکنم	V;1;SG;PRS;PROG
اجرا کردن	دارم اجرا میکنم	V;1;SG;PRS;PROG;COL
اجرا کردن	دارین اجرا میکنین	V;2;PL;PRS;PROG;COL
اجرا کردن	دارن اجرا میکنن	V;3;PL;PRS;PROG;COL
اجرا کردن	دارند اجرا میکنند	V;3;PL;PRS;PROG
اجرا کردن	داره اجرا میکنه	V;3;SG;PRS;PROG;COL
اجرا کردن	داشتی اجرا میکردی	V;2;SG;PST;PROG
اجرا کردن	داشتی اجرا میکردی	V;2;SG;PST;PROG;COL
اجرا کردن	داشت اجرا میکرد	V;3;SG;PST;PROG
اجرا کردن	داشت اجرا میکرد	V;3;SG;PST;PROG;COL
اجرا کردن	داشتید اجرا میکردید	V;2;PL;PST;PROG
اجرا کردن	داشتیم اجرا میکردیم	V;1;PL;PST;PROG
اجرا کردن	داشتیم اجرا میکردیم	V;1;PL;PST;PROG;COL
اجرا کردن	داشتم اجرا میکردم	V;1;SG;PST;PROG
اجرا کردن	داشتم اجرا میکردم	V;1;SG;PST;PROG;COL
اجرا کردن	داشتین اجرا میکردین	V;2;PL;PST;PROG;COL
اجرا کردن	داشتن اجرا میکردن	V;3;PL;PST;PROG;COL
اجرا کردن	داشتند اجرا میکردند	V;3;PL;PST;PROG
احساس کردن	احساس بکن	V;2;SG;IMP
احساس کردن	احساس بکن	V;2;SG;IMP;COL
احساس کردن	احساس بکنی	V;2;SG;SBJV;PRS
احساس کردن	احساس بکنی	V;2;SG;SBJV;PRS;COL
احساس کردن	احساس بکنید	V;2;PL;IMP
احساس کردن	احساس بکنید	V;2;PL;SBJV;PRS
احساس کردن	احساس بکند	V;3;SG;SBJV;PRS
